;Content ID;Reaction Type;Datetime (Day);Datetime ( Time);Content Type;Category;Sentiment;Score;;;
35;97522e57-d9ab-4bd6-97bf-c24d952602d2;super love;15-Aug-20;8:43 PM;photo;studying;positive;75;;;
36;97522e57-d9ab-4bd6-97bf-c24d952602d2;interested;16-Aug-20;9:43 PM;photo;studying;positive;30;;;
37;97522e57-d9ab-4bd6-97bf-c24d952602d2;dislike;17-Aug-20;10:43 PM;photo;studying;negative;10;;;
38;97522e57-d9ab-4bd6-97bf-c24d952602d2;scared;18-Aug-20;11:43 PM;photo;studying;negative;15;;;
39;97522e57-d9ab-4bd6-97bf-c24d952602d2;dislike;19-Aug-20;12:43 AM;photo;studying;negative;10;;;
40;97522e57-d9ab-4bd6-97bf-c24d952602d2;want;20-Aug-20;1:43 AM;photo;studying;positive;70;;;
41;97522e57-d9ab-4bd6-97bf-c24d952602d2;interested;21-Aug-20;2:43 AM;photo;studying;positive;30;;;
42;97522e57-d9ab-4bd6-97bf-c24d952602d2;indifferent;22-Aug-20;3:43 AM;photo;studying;neutral;20;;;
43;97522e57-d9ab-4bd6-97bf-c24d952602d2;worried;23-Aug-20;4:43 AM;photo;studying;negative;12;;;
44;97522e57-d9ab-4bd6-97bf-c24d952602d2;hate;24-Aug-20;5:43 AM;photo;studying;negative;5;;;
45;9f737e0a-3cdd-4d29-9d24-753f4e3be810;dislike;25-Aug-20;6:43 AM;photo;healthy eating;negative;10;;;
46;9f737e0a-3cdd-4d29-9d24-753f4e3be810;intrigued;26-Aug-20;7:43 AM;photo;healthy eating;positive;45;;;
47;9f737e0a-3cdd-4d29-9d24-753f4e3be810;peeking;27-Aug-20;8:43 AM;photo;healthy eating;neutral;35;;;
48;9f737e0a-3cdd-4d29-9d24-753f4e3be810;scared;28-Aug-20;9:43 AM;photo;healthy eating;negative;15;;;
49;9f737e0a-3cdd-4d29-9d24-753f4e3be810;hate;29-Aug-20;10:43 AM;photo;healthy eating;negative;5;;;
50;9f737e0a-3cdd-4d29-9d24-753f4e3be810;disgust;30-Aug-20;11:43 AM;photo;healthy eating;negative;0;;;
51;9f737e0a-3cdd-4d29-9d24-753f4e3be810;hate;31-Aug-20;12:43 PM;photo;healthy eating;negative;5;;;
52;9f737e0a-3cdd-4d29-9d24-753f4e3be810;like;1-Sep-20;1:43 PM;photo;healthy eating;positive;50;;;
53;9f737e0a-3cdd-4d29-9d24-753f4e3be810;love;2-Sep-20;2:43 PM;photo;healthy eating;positive;65;;;
54;9f737e0a-3cdd-4d29-9d24-753f4e3be810;love;3-Sep-20;3:43 PM;photo;healthy eating;positive;65;;;
55;9f737e0a-3cdd-4d29-9d24-753f4e3be810;heart;4-Sep-20;4:43 PM;photo;healthy eating;positive;60;;;
56;9f737e0a-3cdd-4d29-9d24-753f4e3be810;indifferent;5-Sep-20;5:43 PM;photo;healthy eating;neutral;20;;;
57;9f737e0a-3cdd-4d29-9d24-753f4e3be810;peeking;6-Sep-20;6:43 PM;photo;healthy eating;neutral;35;;;
58;9f737e0a-3cdd-4d29-9d24-753f4e3be810;love;7-Sep-20;7:43 PM;photo;healthy eating;positive;65;;;
59;9f737e0a-3cdd-4d29-9d24-753f4e3be810;like;8-Sep-20;8:43 PM;photo;healthy eating;positive;50;;;
60;230c4e4d-70c3-461d-b42c-ec09396efb3f;hate;9-Sep-20;9:43 PM;photo;healthy eating;negative;5;;;
61;230c4e4d-70c3-461d-b42c-ec09396efb3f;super love;10-Sep-20;10:43 PM;photo;healthy eating;positive;75;;;
62;230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;11-Sep-20;11:43 PM;photo;healthy eating;positive;72;;;
63;230c4e4d-70c3-461d-b42c-ec09396efb3f;scared;12-Sep-20;12:43 AM;photo;healthy eating;negative;15;;;
64;230c4e4d-70c3-461d-b42c-ec09396efb3f;cherish;13-Sep-20;1:43 AM;photo;healthy eating;positive;70;;;
65;230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;14-Sep-20;2:43 AM;photo;healthy eating;positive;72;;;
66;230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;15-Sep-20;3:43 AM;photo;healthy eating;positive;30;;;
67;230c4e4d-70c3-461d-b42c-ec09396efb3f;heart;16-Sep-20;4:43 AM;photo;healthy eating;positive;60;;;
68;230c4e4d-70c3-461d-b42c-ec09396efb3f;like;17-Sep-20;5:43 AM;photo;healthy eating;positive;50;;;
69;230c4e4d-70c3-461d-b42c-ec09396efb3f;like;18-Sep-20;6:43 AM;photo;healthy eating;positive;50;;;
70;230c4e4d-70c3-461d-b42c-ec09396efb3f;hate;19-Sep-20;7:43 AM;photo;healthy eating;negative;5;;;
71;230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;20-Sep-20;8:43 AM;photo;healthy eating;positive;30;;;
72;230c4e4d-70c3-461d-b42c-ec09396efb3f;dislike;21-Sep-20;9:43 AM;photo;healthy eating;negative;10;;;
73;230c4e4d-70c3-461d-b42c-ec09396efb3f;peeking;22-Sep-20;10:43 AM;photo;healthy eating;neutral;35;;;
74;230c4e4d-70c3-461d-b42c-ec09396efb3f;heart;23-Sep-20;11:43 AM;photo;healthy eating;positive;60;;;
75;230c4e4d-70c3-461d-b42c-ec09396efb3f;super love;24-Sep-20;12:43 PM;photo;healthy eating;positive;75;;;
76;230c4e4d-70c3-461d-b42c-ec09396efb3f;want;25-Sep-20;1:43 PM;photo;healthy eating;positive;70;;;
77;230c4e4d-70c3-461d-b42c-ec09396efb3f;hate;26-Sep-20;2:43 PM;photo;healthy eating;negative;5;;;
78;230c4e4d-70c3-461d-b42c-ec09396efb3f;dislike;27-Sep-20;3:43 PM;photo;healthy eating;negative;10;;;
79;230c4e4d-70c3-461d-b42c-ec09396efb3f;scared;28-Sep-20;4:43 PM;photo;healthy eating;negative;15;;;
80;230c4e4d-70c3-461d-b42c-ec09396efb3f;dislike;29-Sep-20;5:43 PM;photo;healthy eating;negative;10;;;
81;230c4e4d-70c3-461d-b42c-ec09396efb3f;want;30-Sep-20;6:43 PM;photo;healthy eating;positive;70;;;
82;230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;1-Oct-20;7:43 PM;photo;healthy eating;positive;30;;;
83;230c4e4d-70c3-461d-b42c-ec09396efb3f;love;2-Oct-20;8:43 PM;photo;healthy eating;positive;65;;;
84;230c4e4d-70c3-461d-b42c-ec09396efb3f;heart;3-Oct-20;9:43 PM;photo;healthy eating;positive;60;;;
85;230c4e4d-70c3-461d-b42c-ec09396efb3f;disgust;4-Oct-20;10:43 PM;photo;healthy eating;negative;0;;;
86;230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;5-Oct-20;11:43 PM;photo;healthy eating;positive;72;;;
87;230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;6-Oct-20;12:43 AM;photo;healthy eating;positive;72;;;
88;230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;7-Oct-20;1:43 AM;photo;healthy eating;positive;72;;;
89;230c4e4d-70c3-461d-b42c-ec09396efb3f;worried;8-Oct-20;2:43 AM;photo;healthy eating;negative;12;;;
90;230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;9-Oct-20;3:43 AM;photo;healthy eating;positive;30;;;
91;356fff80-da4d-4785-9f43-bc1261031dc6;worried;10-Oct-20;4:43 AM;photo;technology;negative;12;;;
92;356fff80-da4d-4785-9f43-bc1261031dc6;want;11-Oct-20;5:43 AM;photo;technology;positive;70;;;
93;356fff80-da4d-4785-9f43-bc1261031dc6;heart;12-Oct-20;6:43 AM;photo;technology;positive;60;;;
94;356fff80-da4d-4785-9f43-bc1261031dc6;scared;13-Oct-20;7:43 AM;photo;technology;negative;15;;;
95;356fff80-da4d-4785-9f43-bc1261031dc6;heart;14-Oct-20;8:43 AM;photo;technology;positive;60;;;
96;356fff80-da4d-4785-9f43-bc1261031dc6;hate;15-Oct-20;9:43 AM;photo;technology;negative;5;;;
97;356fff80-da4d-4785-9f43-bc1261031dc6;indifferent;16-Oct-20;10:43 AM;photo;technology;neutral;20;;;
98;01ab84dd-6364-4236-abbb-3f237db77180;scared;17-Oct-20;11:43 AM;video;food;negative;15;;;
99;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;interested;18-Oct-20;12:43 PM;GIF;cooking;positive;30;;;
100;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;hate;19-Oct-20;1:43 PM;GIF;cooking;negative;5;;;
101;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;want;20-Oct-20;2:43 PM;GIF;cooking;positive;70;;;
102;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;peeking;21-Oct-20;3:43 PM;GIF;cooking;neutral;35;;;
103;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;dislike;22-Oct-20;4:43 PM;GIF;cooking;negative;10;;;
104;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;love;23-Oct-20;5:43 PM;GIF;cooking;positive;65;;;
105;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;cherish;24-Oct-20;6:43 PM;GIF;cooking;positive;70;;;
106;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;interested;25-Oct-20;7:43 PM;GIF;cooking;positive;30;;;
107;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;adore;26-Oct-20;8:43 PM;GIF;cooking;positive;72;;;
108;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;like;27-Oct-20;9:43 PM;GIF;cooking;positive;50;;;
109;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;like;28-Oct-20;10:43 PM;GIF;cooking;positive;50;;;
110;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;cherish;29-Oct-20;11:43 PM;GIF;cooking;positive;70;;;
111;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;indifferent;30-Oct-20;12:43 AM;GIF;cooking;neutral;20;;;
112;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;adore;31-Oct-20;1:43 AM;GIF;cooking;positive;72;;;
113;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;worried;1-Nov-20;2:43 AM;GIF;cooking;negative;12;;;
114;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;peeking;2-Nov-20;3:43 AM;GIF;cooking;neutral;35;;;
115;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;dislike;3-Nov-20;4:43 AM;GIF;cooking;negative;10;;;
116;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;dislike;4-Nov-20;5:43 AM;GIF;cooking;negative;10;;;
117;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;intrigued;5-Nov-20;6:43 AM;GIF;cooking;positive;45;;;
118;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;indifferent;6-Nov-20;7:43 AM;GIF;cooking;neutral;20;;;
119;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;peeking;7-Nov-20;8:43 AM;GIF;cooking;neutral;35;;;
120;cf1e8c1a-23eb-4426-9f58-002fb1b53e91;adore;8-Nov-20;9:43 AM;GIF;cooking;positive;72;;;
121;3f8590c7-6ab2-4973-805a-90cdec355f05;cherish;9-Nov-20;10:43 AM;video;dogs;positive;70;;;
122;3f8590c7-6ab2-4973-805a-90cdec355f05;heart;10-Nov-20;11:43 AM;video;dogs;positive;60;;;
123;3f8590c7-6ab2-4973-805a-90cdec355f05;intrigued;11-Nov-20;12:43 PM;video;dogs;positive;45;;;
124;3f8590c7-6ab2-4973-805a-90cdec355f05;worried;12-Nov-20;1:43 PM;video;dogs;negative;12;;;
125;3f8590c7-6ab2-4973-805a-90cdec355f05;disgust;13-Nov-20;2:43 PM;video;dogs;negative;0;;;
126;3f8590c7-6ab2-4973-805a-90cdec355f05;heart;14-Nov-20;3:43 PM;video;dogs;positive;60;;;
127;3f8590c7-6ab2-4973-805a-90cdec355f05;hate;15-Nov-20;4:43 PM;video;dogs;negative;5;;;
128;3f8590c7-6ab2-4973-805a-90cdec355f05;like;16-Nov-20;5:43 PM;video;dogs;positive;50;;;
129;3f8590c7-6ab2-4973-805a-90cdec355f05;peeking;17-Nov-20;6:43 PM;video;dogs;neutral;35;;;
130;3f8590c7-6ab2-4973-805a-90cdec355f05;indifferent;18-Nov-20;7:43 PM;video;dogs;neutral;20;;;
131;3f8590c7-6ab2-4973-805a-90cdec355f05;heart;19-Nov-20;8:43 PM;video;dogs;positive;60;;;
132;3f8590c7-6ab2-4973-805a-90cdec355f05;disgust;20-Nov-20;9:43 PM;video;dogs;negative;0;;;
133;3f8590c7-6ab2-4973-805a-90cdec355f05;want;21-Nov-20;10:43 PM;video;dogs;positive;70;;;
134;3f8590c7-6ab2-4973-805a-90cdec355f05;interested;22-Nov-20;11:43 PM;video;dogs;positive;30;;;
135;3f8590c7-6ab2-4973-805a-90cdec355f05;hate;23-Nov-20;12:43 AM;video;dogs;negative;5;;;
136;3f8590c7-6ab2-4973-805a-90cdec355f05;intrigued;24-Nov-20;1:43 AM;video;dogs;positive;45;;;
137;3f8590c7-6ab2-4973-805a-90cdec355f05;dislike;25-Nov-20;2:43 AM;video;dogs;negative;10;;;
138;3f8590c7-6ab2-4973-805a-90cdec355f05;worried;26-Nov-20;3:43 AM;video;dogs;negative;12;;;
139;3f8590c7-6ab2-4973-805a-90cdec355f05;cherish;27-Nov-20;4:43 AM;video;dogs;positive;70;;;
140;3f8590c7-6ab2-4973-805a-90cdec355f05;scared;28-Nov-20;5:43 AM;video;dogs;negative;15;;;
141;3f8590c7-6ab2-4973-805a-90cdec355f05;want;29-Nov-20;6:43 AM;video;dogs;positive;70;;;
142;3f8590c7-6ab2-4973-805a-90cdec355f05;super love;30-Nov-20;7:43 AM;video;dogs;positive;75;;;
143;3f8590c7-6ab2-4973-805a-90cdec355f05;dislike;1-Dec-20;8:43 AM;video;dogs;negative;10;;;
144;3f8590c7-6ab2-4973-805a-90cdec355f05;scared;2-Dec-20;9:43 AM;video;dogs;negative;15;;;
145;3f8590c7-6ab2-4973-805a-90cdec355f05;indifferent;3-Dec-20;10:43 AM;video;dogs;neutral;20;;;
146;3f8590c7-6ab2-4973-805a-90cdec355f05;interested;4-Dec-20;11:43 AM;video;dogs;positive;30;;;
147;3f8590c7-6ab2-4973-805a-90cdec355f05;scared;5-Dec-20;12:43 PM;video;dogs;negative;15;;;
148;3f8590c7-6ab2-4973-805a-90cdec355f05;scared;6-Dec-20;1:43 PM;video;dogs;negative;15;;;
149;3f8590c7-6ab2-4973-805a-90cdec355f05;interested;7-Dec-20;2:43 PM;video;dogs;positive;30;;;
150;3f8590c7-6ab2-4973-805a-90cdec355f05;interested;8-Dec-20;3:43 PM;video;dogs;positive;30;;;
151;3f8590c7-6ab2-4973-805a-90cdec355f05;interested;9-Dec-20;4:43 PM;video;dogs;positive;30;;;
152;3f8590c7-6ab2-4973-805a-90cdec355f05;worried;10-Dec-20;5:43 PM;video;dogs;negative;12;;;
153;3f8590c7-6ab2-4973-805a-90cdec355f05;scared;11-Dec-20;6:43 PM;video;dogs;negative;15;;;
154;3f8590c7-6ab2-4973-805a-90cdec355f05;heart;12-Dec-20;7:43 PM;video;dogs;positive;60;;;
155;3f8590c7-6ab2-4973-805a-90cdec355f05;heart;13-Dec-20;8:43 PM;video;dogs;positive;60;;;
156;3f8590c7-6ab2-4973-805a-90cdec355f05;interested;14-Dec-20;9:43 PM;video;dogs;positive;30;;;
157;3f8590c7-6ab2-4973-805a-90cdec355f05;heart;15-Dec-20;10:43 PM;video;dogs;positive;60;;;
158;3f8590c7-6ab2-4973-805a-90cdec355f05;want;16-Dec-20;11:43 PM;video;dogs;positive;70;;;
159;3f8590c7-6ab2-4973-805a-90cdec355f05;disgust;17-Dec-20;12:43 AM;video;dogs;negative;0;;;
160;3f8590c7-6ab2-4973-805a-90cdec355f05;want;18-Dec-20;1:43 AM;video;dogs;positive;70;;;
161;3f8590c7-6ab2-4973-805a-90cdec355f05;hate;19-Dec-20;2:43 AM;video;dogs;negative;5;;;
162;3f8590c7-6ab2-4973-805a-90cdec355f05;like;20-Dec-20;3:43 AM;video;dogs;positive;50;;;
163;3f8590c7-6ab2-4973-805a-90cdec355f05;love;21-Dec-20;4:43 AM;video;dogs;positive;65;;;
164;3f8590c7-6ab2-4973-805a-90cdec355f05;adore;22-Dec-20;5:43 AM;video;dogs;positive;72;;;
1,65E+02;e5490118-90d5-4572-ab1c-1fbc87b8d9ca;want;23-Dec-20;6:43 AM;video;technology;positive;70;;;
1,66E+02;e5490118-90d5-4572-ab1c-1fbc87b8d9ca;super love;24-Dec-20;7:43 AM;video;technology;positive;75;;;
1,67E+02;e5490118-90d5-4572-ab1c-1fbc87b8d9ca;heart;25-Dec-20;8:43 AM;video;technology;positive;60;;;
1,68E+02;e5490118-90d5-4572-ab1c-1fbc87b8d9ca;worried;26-Dec-20;9:43 AM;video;technology;negative;12;;;
169;0bedca96-fb76-4287-a83c-17330ed39cce;adore;27-Dec-20;10:43 AM;photo;soccer;positive;72;;;
170;0bedca96-fb76-4287-a83c-17330ed39cce;indifferent;28-Dec-20;11:43 AM;photo;soccer;neutral;20;;;
171;0bedca96-fb76-4287-a83c-17330ed39cce;worried;29-Dec-20;12:43 PM;photo;soccer;negative;12;;;
172;0bedca96-fb76-4287-a83c-17330ed39cce;intrigued;30-Dec-20;1:43 PM;photo;soccer;positive;45;;;
173;0bedca96-fb76-4287-a83c-17330ed39cce;want;31-Dec-20;2:43 PM;photo;soccer;positive;70;;;
174;0bedca96-fb76-4287-a83c-17330ed39cce;hate;1-Jan-21;3:43 PM;photo;soccer;negative;5;;;
175;0bedca96-fb76-4287-a83c-17330ed39cce;love;2-Jan-21;4:43 PM;photo;soccer;positive;65;;;
176;0bedca96-fb76-4287-a83c-17330ed39cce;adore;3-Jan-21;5:43 PM;photo;soccer;positive;72;;;
177;0bedca96-fb76-4287-a83c-17330ed39cce;cherish;4-Jan-21;6:43 PM;photo;soccer;positive;70;;;
178;0bedca96-fb76-4287-a83c-17330ed39cce;super love;5-Jan-21;7:43 PM;photo;soccer;positive;75;;;
179;0bedca96-fb76-4287-a83c-17330ed39cce;like;6-Jan-21;8:43 PM;photo;soccer;positive;50;;;
180;0bedca96-fb76-4287-a83c-17330ed39cce;love;7-Jan-21;9:43 PM;photo;soccer;positive;65;;;
181;b18cb63f-4c8e-44ee-a47f-541e95191d11;want;8-Jan-21;10:43 PM;photo;public speaking;positive;70;;;
182;b18cb63f-4c8e-44ee-a47f-541e95191d11;indifferent;9-Jan-21;11:43 PM;photo;public speaking;neutral;20;;;
183;b18cb63f-4c8e-44ee-a47f-541e95191d11;dislike;10-Jan-21;12:43 AM;photo;public speaking;negative;10;;;
184;b18cb63f-4c8e-44ee-a47f-541e95191d11;want;11-Jan-21;1:43 AM;photo;public speaking;positive;70;;;
185;b18cb63f-4c8e-44ee-a47f-541e95191d11;like;12-Jan-21;2:43 AM;photo;public speaking;positive;50;;;
186;b18cb63f-4c8e-44ee-a47f-541e95191d11;indifferent;13-Jan-21;3:43 AM;photo;public speaking;neutral;20;;;
187;b18cb63f-4c8e-44ee-a47f-541e95191d11;heart;14-Jan-21;4:43 AM;photo;public speaking;positive;60;;;
188;b18cb63f-4c8e-44ee-a47f-541e95191d11;scared;15-Jan-21;5:43 AM;photo;public speaking;negative;15;;;
189;b18cb63f-4c8e-44ee-a47f-541e95191d11;adore;16-Jan-21;6:43 AM;photo;public speaking;positive;72;;;
190;b18cb63f-4c8e-44ee-a47f-541e95191d11;peeking;17-Jan-21;7:43 AM;photo;public speaking;neutral;35;;;
191;b18cb63f-4c8e-44ee-a47f-541e95191d11;like;18-Jan-21;8:43 AM;photo;public speaking;positive;50;;;
192;b18cb63f-4c8e-44ee-a47f-541e95191d11;intrigued;19-Jan-21;9:43 AM;photo;public speaking;positive;45;;;
193;b18cb63f-4c8e-44ee-a47f-541e95191d11;cherish;20-Jan-21;10:43 AM;photo;public speaking;positive;70;;;
194;b18cb63f-4c8e-44ee-a47f-541e95191d11;peeking;21-Jan-21;11:43 AM;photo;public speaking;neutral;35;;;
195;b18cb63f-4c8e-44ee-a47f-541e95191d11;worried;22-Jan-21;12:43 PM;photo;public speaking;negative;12;;;
196;b18cb63f-4c8e-44ee-a47f-541e95191d11;intrigued;23-Jan-21;1:43 PM;photo;public speaking;positive;45;;;
197;b18cb63f-4c8e-44ee-a47f-541e95191d11;super love;24-Jan-21;2:43 PM;photo;public speaking;positive;75;;;
198;b18cb63f-4c8e-44ee-a47f-541e95191d11;cherish;25-Jan-21;3:43 PM;photo;public speaking;positive;70;;;
199;b18cb63f-4c8e-44ee-a47f-541e95191d11;heart;26-Jan-21;4:43 PM;photo;public speaking;positive;60;;;
200;b18cb63f-4c8e-44ee-a47f-541e95191d11;heart;27-Jan-21;5:43 PM;photo;public speaking;positive;60;;;
201;b18cb63f-4c8e-44ee-a47f-541e95191d11;scared;28-Jan-21;6:43 PM;photo;public speaking;negative;15;;;
202;b18cb63f-4c8e-44ee-a47f-541e95191d11;scared;29-Jan-21;7:43 PM;photo;public speaking;negative;15;;;
203;b18cb63f-4c8e-44ee-a47f-541e95191d11;hate;30-Jan-21;8:43 PM;photo;public speaking;negative;5;;;
204;b18cb63f-4c8e-44ee-a47f-541e95191d11;disgust;31-Jan-21;9:43 PM;photo;public speaking;negative;0;;;
205;b18cb63f-4c8e-44ee-a47f-541e95191d11;disgust;1-Feb-21;10:43 PM;photo;public speaking;negative;0;;;
206;b18cb63f-4c8e-44ee-a47f-541e95191d11;adore;2-Feb-21;11:43 PM;photo;public speaking;positive;72;;;
207;b18cb63f-4c8e-44ee-a47f-541e95191d11;dislike;3-Feb-21;12:43 AM;photo;public speaking;negative;10;;;
208;b18cb63f-4c8e-44ee-a47f-541e95191d11;like;4-Feb-21;1:43 AM;photo;public speaking;positive;50;;;
209;b18cb63f-4c8e-44ee-a47f-541e95191d11;heart;5-Feb-21;2:43 AM;photo;public speaking;positive;60;;;
210;b18cb63f-4c8e-44ee-a47f-541e95191d11;want;6-Feb-21;3:43 AM;photo;public speaking;positive;70;;;
211;b18cb63f-4c8e-44ee-a47f-541e95191d11;intrigued;7-Feb-21;4:43 AM;photo;public speaking;positive;45;;;
212;b18cb63f-4c8e-44ee-a47f-541e95191d11;adore;8-Feb-21;5:43 AM;photo;public speaking;positive;72;;;
213;b18cb63f-4c8e-44ee-a47f-541e95191d11;worried;9-Feb-21;6:43 AM;photo;public speaking;negative;12;;;
214;b18cb63f-4c8e-44ee-a47f-541e95191d11;like;10-Feb-21;7:43 AM;photo;public speaking;positive;50;;;
215;b18cb63f-4c8e-44ee-a47f-541e95191d11;indifferent;11-Feb-21;8:43 AM;photo;public speaking;neutral;20;;;
216;b18cb63f-4c8e-44ee-a47f-541e95191d11;scared;12-Feb-21;9:43 AM;photo;public speaking;negative;15;;;
217;b18cb63f-4c8e-44ee-a47f-541e95191d11;adore;13-Feb-21;10:43 AM;photo;public speaking;positive;72;;;
218;b18cb63f-4c8e-44ee-a47f-541e95191d11;hate;14-Feb-21;11:43 AM;photo;public speaking;negative;5;;;
219;b18cb63f-4c8e-44ee-a47f-541e95191d11;scared;15-Feb-21;12:43 PM;photo;public speaking;negative;15;;;
220;b18cb63f-4c8e-44ee-a47f-541e95191d11;love;16-Feb-21;1:43 PM;photo;public speaking;positive;65;;;
